verdict,statement,factcheck_analysis_link
false,"""As a result of Obamacare, we are becoming something of a part-time employment country.""",https://www.politifact.com/factchecks/2013/oct/22/maria-bartiromo/bartiromo-says-obamacare-turning-us-part-time-empl/
false,"Says President Barack Obama is trying to ""pack"" the D.C. Circuit Court of Appeals.",https://www.politifact.com/factchecks/2013/jun/05/chuck-grassley/barack-obama-trying-pack-dc-circuit-court-appeals/
true,Says abortions are decreasing.,https://www.politifact.com/factchecks/2013/feb/12/donna-howard/donna-howard-says-abortions-are-decreasing/
true,"""For now, we are still below average in the metro region.""",https://www.politifact.com/factchecks/2010/jun/05/francis-kungu/dekalb-water-bills-inexpensive-comparison-region/
false,"""At Texas A&M University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.""",https://www.politifact.com/factchecks/2011/may/04/dick-armey/dick-armey-says-49-texas-sam-university-faculty-ha/
true,"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools.""",https://www.politifact.com/factchecks/2013/dec/13/howard-fineman/howard-fineman-steve-stockman-wants-gun-filled-sch/
false,"Sen. Raphael Warnock ""voted for welfare for politicians plan. Up to $25 million of government money for Warnock’s own political campaign.""",https://www.politifact.com/factchecks/2021/jun/25/national-republican-senatorial-committee/republicans-mislead-welfare-attack-raphael-warnock/
false,"Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking.""",https://www.politifact.com/factchecks/2018/oct/02/martha-mcsally/did-kyrsten-sinema-support-bill-encouraging-child-/
true,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",https://www.politifact.com/factchecks/2017/jun/14/richard-burr/russia-investigation-senate-hearings-have-uncommon/
false,"Kamala Harris ""has not formally taken questions from the press a single time"" since she was announced as Joe Biden’s vice presidential pick.",https://www.politifact.com/factchecks/2020/sep/25/dinesh-dsouza/local-national-interviews-show-kamala-harris-has-t/
false,"Says Melania Trump is the ""first FLOTUS to visit troops in a combat zone since 1969.""",https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/melania-trump-not-first-flotus-visit-troops-combat/
true,Says a highway was closed in El Paso because of bullets flying across the border.,https://www.politifact.com/factchecks/2010/sep/01/greg-abbott/ag-greg-abbott-says-el-paso-highway-was-closed-bec/
false,"Says professional football coach Rex Ryan ""won championships in New York. The AFC, I think, twice.""",https://www.politifact.com/factchecks/2016/apr/20/donald-trump/donald-trump-praises-rex-ryans-imaginary-afc-champ/
false,"Says Nancy Pelosi ""wants to remove votes from soldiers overseas"" and said, ""They don’t even live here.""",https://www.politifact.com/factchecks/2020/aug/21/viral-image/recent-headlines-about-pelosi-disenfranchising-sol/
false,"""We’re above 800 million Muslims radicalized, more than half the Muslims on Earth That’s not a minority. That’s now a majority.""",https://www.politifact.com/factchecks/2014/nov/05/ben-shapiro/shapiro-says-majority-muslims-are-radicals/
true,"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",https://www.politifact.com/factchecks/2014/feb/14/tammy-baldwin/expansive-definition-helps-green-jobs-outnumber-oi/
true,"""What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.""",https://www.politifact.com/factchecks/2014/jan/12/joseph-cryan/joe-cryan-claims-four-year-graduation-rate-7-unive/
false,"""Every time we've cut taxes, revenues have gone up, the economy has grown.""",https://www.politifact.com/factchecks/2011/apr/19/joe-walsh/rep-joe-walsh-said-every-time-weve-cut-taxes-reven/
true,"""I wake up every morning in a house (the White House) that was built by slaves.""",https://www.politifact.com/factchecks/2016/jul/26/michelle-obama/michelle-obama-correct-white-house-was-built-slave/
false,"Says Maxine Waters, Nancy Pelosi and Bernie Sanders have passed six bills in a combined 67 years.",https://www.politifact.com/factchecks/2019/nov/21/facebook-posts/social-posts-revise-records-sanders-pelosi-and-wat/
true,"The Obama administration has put out ""more of these major rules than the Clinton administration or the Bush administration during comparable times.""",https://www.politifact.com/factchecks/2013/may/31/rob-portman/us-sen-rob-portman-says-obama-administration-has-p/
false,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",https://www.politifact.com/factchecks/2011/nov/20/michael-doherty/nearly-160000-students-new-jerseys-school-lunch-pr/
true,The law has not established whether Rhode Island public employees have property rights to their pensions.,https://www.politifact.com/factchecks/2011/feb/27/gina-raimondo/raimondo-says-law-has-not-established-whether-rhod/
false,"Donald Trump is recruiting ""excited and enthusiastic MINORITY actors and actresses"" to appear at his campaign rally in Tulsa, Okla.",https://www.politifact.com/factchecks/2020/jun/15/viral-image/history-hoaxes-fake-craigslist-ads-solicit-minorit/
true,"The 2015 Legislature ""passed the fewest laws in 20 years.""",https://www.politifact.com/factchecks/2016/jun/03/greg-abbott/greg-abbott-says-texas-legislators-last-year-passe/
true,"""We're experiencing a net outflow of illegal, undocumented workers from America back to Mexico.""",https://www.politifact.com/factchecks/2017/apr/26/ron-kind/yes-experiencing-net-outflow-illegal-undocumented-/
true,"""I never proposed privatizing the (Milwaukee County) airport.""",https://www.politifact.com/factchecks/2011/jan/04/jeff-stone/wisconsin-rep-jeff-stone-says-he-never-proposed-pr/
true,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",https://www.politifact.com/factchecks/2009/jan/16/competitive-enterprise-institute/geithners-second-crack-squaring-taxes/
false,Says Vladimir Putin said the West is controlled by Satanic pedophiles.,https://www.politifact.com/factchecks/2022/mar/04/viral-image/no-putin-didnt-say-west-controlled-satanic-pedophi/
true,"""Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.""",https://www.politifact.com/factchecks/2014/sep/08/paul-ryan/paul-ryan-says-miller-brewing-and-anheuser-busch-a/
false,"""I never once asked that (Megyn Kelly) be removed"" as a debate moderator.",https://www.politifact.com/factchecks/2016/jan/29/donald-trump/donald-trump-falsely-claims-he-never-once-asked-me/
true,"""A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.""",https://www.politifact.com/factchecks/2016/apr/25/bernie-sanders/fact-checking-bernie-sanders-claim-jim-kenneys-sod/
false,"Unleaded gas costs nearly $7 in Lancaster, Calif.",https://www.politifact.com/factchecks/2021/nov/18/viral-image/photos-high-gas-prices-are-california-station-s-no/
false,"U.S. Senate candidate Todd Akin was ""partly right"" that a woman's body has a way of shutting down so that a pregnancy doesn't occur if she's raped.",https://www.politifact.com/factchecks/2013/jan/16/phil-gingrey/gingrey-defense-akins-rape-comments-misses-mark/
true,"""Some states are only getting 50 tests per day, and the Utah Jazz got 58.""",https://www.politifact.com/factchecks/2020/mar/13/michael-dougherty/how-utah-jazz-got-58-coronavirus-tests-when-us-tes/
false,"""There has been no net global warming for over a decade now.""",https://www.politifact.com/factchecks/2009/apr/01/cato-institute/cato-institutes-claim-global-warming-disputed-most/
false,"""(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.""",https://www.politifact.com/factchecks/2012/aug/15/david-cicilline/says-brendan-doherty-wants-raise-social-security-e/
true,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",https://www.politifact.com/factchecks/2014/apr/21/seth-magaziner/treasurer-candidate-seth-magaziner-says-1-4-rhode-/
false,Says Canadian Prime Minister Justin Trudeau and wife Sophie faked their COVID-19 vaccinations on live television.,https://www.politifact.com/factchecks/2021/sep/24/facebook-posts/trudeaus-got-their-covid-19-shots/
false,"Says Donald Trump said, ""Do not be distracted by all this going on in Afghanistan. Always keep one eye on Washington D.C. A magician always distracts his audience.""",https://www.politifact.com/factchecks/2021/aug/24/viral-image/no-evidence-donald-trump-said-about-afghanistan-di/
false,"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.""",https://www.politifact.com/factchecks/2011/jul/13/peter-barca/wisconsin-state-rep-peter-barca-says-assembly-vote/
false,"Says Tim Tebow ""kneeled in protest of abortion during the National Anthem in 2012. He was praised by fans as being a ‘model American.’""",https://www.politifact.com/factchecks/2020/jun/19/facebook-posts/no-tim-tebow-didnt-kneel-during-national-anthem/
false,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",https://www.politifact.com/factchecks/2020/dec/10/laura-ingraham/ingraham-wrongly-claims-no-science-suggests-restau/
false,"Says Charlie Crist ""is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme.""",https://www.politifact.com/factchecks/2014/oct/13/republican-party-florida/republican-party-attacks-charlie-crist-digital-dom/
true,"Says that as a gubernatorial candidate, Chris Christie ""promised no school cuts.""",https://www.politifact.com/factchecks/2011/jul/01/stephen-sweeney/new-jersey-senate-president-stephen-sweeney-says-w/
true,"""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""",https://www.politifact.com/factchecks/2012/oct/13/john-g-morgan/official-says-students-not-state-paying-most-colle/
true,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,https://www.politifact.com/factchecks/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/
false,"""There are some counties in Texas where the first day of hunting, you have to shut down the schools because people are going to go hunting.""",https://www.politifact.com/factchecks/2018/may/16/lupe-valdez/lupe-valdez-says-texas-schools-some-counties-shut-/
true,"The omnibus spending bill has ""9,427 pork barrel items.""",https://www.politifact.com/factchecks/2009/feb/25/john-mccain/mccain-says-omnibus-bill-packed-earmarks-and-pork/
false,"""I balanced the budget for four straight years, paid off $405 billion in debt.""",https://www.politifact.com/factchecks/2011/dec/16/newt-gingrich/newt-gingrich-repeats-claim-about-his-record-balan/
true,"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",https://www.politifact.com/factchecks/2016/jan/17/david-sweetser/superman-developer-why-he-needs-subsidies/
false,"""The word progressive ... was created as a substitute for ‘communist’.""",https://www.politifact.com/factchecks/2015/oct/22/jon-voight/actor-jon-voight-says-progressive-just-another-wor/
false,"""Bill Gates fights to keep vaccine ingredients secret.""",https://www.politifact.com/factchecks/2021/apr/27/facebook-posts/no-bill-gates-isnt-fighting-keep-vaccine-ingredien/
true,Says there have been no cases of wolves killing people in Rocky Mountain states.,https://www.politifact.com/factchecks/2011/dec/16/oregon-department-fish-and-wildlife/department-fish-and-wildlife-says-there-have-been-/
false,"""Newly obtained emails show UCSF harvesting the clitorises, testicles and penises of murdered babies.""",https://www.politifact.com/factchecks/2021/jul/16/facebook-posts/no-uc-san-francisco-not-harvesting-genitalia-murde/
true,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to ""participate in union activities such as collective bargaining.""",https://www.politifact.com/factchecks/2011/may/08/scott-walker/wisconsin-gov-scott-walker-says-milwaukee-county-p/
false,"""White men account for 69 percent of those arrested for violent crimes.""",https://www.politifact.com/factchecks/2015/apr/02/sally-kohn/sally-kohn-white-men-69-percent-arrested-violent/
true,"""A majority of Americans agree with"" a ban on assault weapons. ""And by the way, so did Ronald Reagan.""",https://www.politifact.com/factchecks/2013/feb/05/barack-obama/did-reagan-support-assault-weapons-ban/
true,"Thirty U.S. cities have Triple A baseball teams and ""virtually everyone of them [is] playing in government owned ballparks.""",https://www.politifact.com/factchecks/2015/feb/26/james-skeffington/investor-red-sox-minor-league-team-says-most-tripl/
true,"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.""",https://www.politifact.com/factchecks/2010/nov/10/marcy-kaptur/rep-marcy-kaptur-chides-firstenergy-rate-plan-noti/
true,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.""",https://www.politifact.com/factchecks/2015/feb/09/susan-shapiro/foe-legalizing-marijuana-says-half-daily-users-bec/
false,"A Marine painted his house red, white and blue after he ""was told by his neighbors that he could not fly the American flag in his yard all year long.""",https://www.politifact.com/factchecks/2021/jul/02/facebook-posts/no-american-flag-house-wasnt-painted-flag-waving-m/
false,"A video shows the ""Taliban hanging someone from a helicopter.""",https://www.politifact.com/factchecks/2021/aug/31/tweets/viral-video-doesnt-show-taliban-hanging-body-helic/
false,"Milwaukee County has ""a parks capital budget that’s bigger than it’s been in the last 10 years.""",https://www.politifact.com/factchecks/2013/oct/23/chris-abele/chris-abele-says-his-budget-improvements-county-pa/
true,"""The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost,"" since the stimulus bill was signed.",https://www.politifact.com/factchecks/2011/feb/28/george-allen/george-allen-says-26-million-jobs-have-been-lost-s/
